 LaLiga Santander, Real Madrid, Cristiano Ronaldo, Portugal
 EFL Championship, Brentford, Konstantin Kerschbaumer, Austria
 Liga Dimayor, Envigado FC, Diego Gregori, Spain
 Liga Dimayor, Jaguares Fútbol Club, Wilder Mosquera, Colombia
 Campeonato Scotiabank, CD Huachipato, Carlos González, Paraguay
 K LEAGUE Classic, Pohang Steelers, Oh Chang Hyeon, Korea Republic
 Alka Superliga, Stade de Reims, Theoson Jordan Siebatcheu, France
 Allsvenskan, BK Häcken, Joel Andersson, Sweden
 EFL League One, Coventry City, Jodi Jones, England
 Primera División, Godoy Cruz, Gastón Giménez, Argentina
 Primera División, Arsenal de Sarandí, Maximiliano Calzada, Uruguay
 Major League Soccer, Philadelphia Union, John McCarthy, United States
 Bundesliga 2, TSV 1860 München, Romuald Lacazette, France
 Belgium Pro League, Waasland-Beveren, Valtteri Moren, Finland
 Alka Superliga, Fenerbahçe SK, Ramazan Civelek, Turkey
 Tippeligaen, FK Bodø/Glimt, Fitim Azemi, Norway
 Domino’s Ligue 2, Athlétic Club Ajaccio, Pape Abou Cissé, Senegal
 Dawry Jameel, Al Ahli, Ali Awaji, Saudi Arabia
 Alka Superliga, PSV, Suently Alberto, Holland
 Calcio B, Benevento, Ricardo Bagadur, Croatia
 Sogaz Russian Football Championship, FC Ufa, Dmitriy Zhivoglyadov, Russia
 Alka Superliga, Brescia, Simone Rosso, Italy
 Eredivisie, ADO Den Haag, Ludcinio Marengo, Suriname
 Domino’s Ligue 2, Bourg en Bresse Péronnas 01, Sébastien Callamand, France
 Alka Superliga, Sporting Charleroi, Florent Stevance, France
 LaLiga Santander, SD Eibar, Christian Rivera, Spain
 Süper Lig, Antalyaspor, Ozan Evrim Özenç, Turkey
 Alka Superliga, Grasshopper Club Zürich, Alexandre Barthe, France
 Belgium Pro League, Sporting Lokeren, Branislav Niňaj, Slovakia
 Süper Lig, Kardemir Karabükspor, Serdar Deliktaş, Turkey
 Eredivisie, AZ, Pantelis Hatzidiakos, Greece
 Bundesliga 2, 1. FC Union Berlin, Kenny Prince Redondo, Germany
 LaLiga Santander, RC Deportivo, Àlex Corredera, Spain
 Bundesliga 2, VfB Stuttgart, Anto Grgic, Switzerland
 Campeonato Scotiabank, CD Everton de Viña del Mar, Sebastián Leyton, Chile
 Ekstraklasa, Wisła Kraków, Denis Popovič, Slovenia
 Alka Superliga, Çaykur Rizespor, Mert Kuleli, Turkey
 Ekstraklasa, Zagłębie Lubin, Martin Polaček, Slovakia
 Bundesliga, TSG 1899 Hoffenheim, Philipp Ochs, Germany
 Sogaz Russian Football Championship, Amkar Perm, Georgiy Dzhikiya, Russia
 Bundesliga 2, FC Würzburger Kickers, Emanuel Taffertshofer, Germany
 Ligue 1, Stade Malherbe Caen, Jordan Leborgne, France
 LaLiga 1 I 2 I 3, Nàstic, Ferrán Giner, Spain
 Major League Soccer, LA Galaxy, Dave Romney, United States
 Liga NOS, Boavista FC, André Bukia, Congo DR
 Domino’s Ligue 2, Red Star FC, Ludovic Soares, France
 Süper Lig, Atiker Konyaspor, Halil Ibrahim Sönmez, Turkey
 Ligue 1, AS Saint-Étienne, Anthony Maisonnial, France
 Ligue 1, Sporting Club de Bastia, Lassana Coulibaly, Mali
 Liga NOS, F. Santa Maria da Feira, Luís Machado, Portugal
 Liga Dimayor, Envigado FC, Duván Vergara, Colombia
 Ekstraklasa, Lechia Gdańsk, Aleksandar Kovačević, Serbia
 LIGA Bancomer MX, Jaguares de Chiapas, Juan Gabriel Patiño, Paraguay
 LaLiga Santander, Real Madrid, Philipp Lienhart, Austria
 Allsvenskan, Östersunds FK, Douglas Bergqvist, Sweden
 Allsvenskan, Östersunds FK, Dennis Widgren, Sweden
 Allsvenskan, Östersunds FK, Jamie Hopcutt, England
 Allsvenskan, Jönköpings Södra IF, Robert Gojani, Sweden
 EFL League One, Fortuna Düsseldorf, Maecky Ngombo, Belgium
 Tippeligaen, Molde FK, Fredrik Aursnes, Norway
 Major League Soccer, Toronto FC, Tsubasa Endoh, Japan
 Major League Soccer, Chicago Fire Soccer Club, Brandon Vincent, United States
 Major League Soccer, New York City Football Club, Jack Harrison, England
 Dawry Jameel, Al Shabab, Mohamed Benyettou, Algeria
 Liga Dimayor, Rionegro Águilas, Carlos Sinisterra, Colombia
 Tippeligaen, Antalyaspor, Milan Jevtovic, Serbia
 Eredivisie, Excelsior, Leeroy Owusu, Holland
 Meiji Yasuda J1 League, Urawa Red Diamonds, Koki Otani, Japan
 Meiji Yasuda J1 League, Urawa Red Diamonds, Daisuke Nasu, Japan
 Meiji Yasuda J1 League, Urawa Red Diamonds, Yuki Muto, Japan
 Belgium Pro League, Club Brugge KV, Wesley, Brazil
 Meiji Yasuda J1 League, Nagoya Grampus, Shun Obu, Japan
 Meiji Yasuda J1 League, Vegalta Sendai, Yasuhiro Hiraoka, Japan
 Meiji Yasuda J1 League, Omiya Ardija, Hitoshi Shiota, Japan
 Meiji Yasuda J1 League, Sanfrecce Hiroshima, Kazuyuki Morisaki, Japan
 Meiji Yasuda J1 League, Sanfrecce Hiroshima, Sho Sasaki, Japan
 Meiji Yasuda J1 League, Sanfrecce Hiroshima, Yusuke Chajima, Japan
 Ekstraklasa, Bruk-Bet Termalica Nieciecza, Artem Putivtsev, Ukraine
 Meiji Yasuda J1 League, Kashiwa Reysol, Kosuke Nakamura, Japan
 Meiji Yasuda J1 League, Albirex Niigata, Tatsuya Morita, Japan
 Meiji Yasuda J1 League, Kashiwa Reysol, Tatsuya Masushima, Japan
 Alka Superliga, Gamba Osaka, Takaharu Nishino, Japan
 Meiji Yasuda J1 League, Gamba Osaka, Hiroki Fujiharu, Japan
 Meiji Yasuda J1 League, Sanfrecce Hiroshima, Kohei Shimizu, Japan
 Meiji Yasuda J1 League, Gamba Osaka, Yosuke Ideguchi, Japan
 Meiji Yasuda J1 League, Júbilo Iwata, Taisuke Nakamura, Japan
 Meiji Yasuda J1 League, Júbilo Iwata, Kentaro Ohi, Japan
 Meiji Yasuda J1 League, Sagan Tosu, Yoshiki Takahashi, Japan
 Meiji Yasuda J1 League, Yokohama F. Marinos, Cayman Togashi, Japan
 K LEAGUE Classic, Jeonbuk Hyundai Motors, Choi Kyu Baek, Korea Republic
 Meiji Yasuda J1 League, F.C. Tokyo, Yota Akimoto, Japan
 Meiji Yasuda J1 League, F.C. Tokyo, Ryoya Ogawa, Japan
 Meiji Yasuda J1 League, F.C. Tokyo, Kazunori Yoshimoto, Japan
 Meiji Yasuda J1 League, Kashima Antlers, Ryota Nagaki, Japan
 Meiji Yasuda J1 League, Kashima Antlers, Atsutaka Nakamura, Japan
 Meiji Yasuda J1 League, Vissel Kobe, Seigo Kobayashi, Japan
 Meiji Yasuda J1 League, Avispa Fukuoka, Hisashi Jogo, Japan
 Eredivisie, Sparta Rotterdam, Rick van Drongelen, Holland
 Alka Superliga, Sparta Rotterdam, Finn Stokkers, Holland
 Alka Superliga, Pohang Steelers, Jung Won Jin, Korea Republic
 Meiji Yasuda J1 League, Shonan Bellmare, Shunsuke Kikuchi, Japan
 Meiji Yasuda J1 League, Shonan Bellmare, Seiya Fujita, Japan
 Ligue 1, Zenit St. Petersburg, Vukasin Jovanovic, Serbia
 Alka Superliga, FC Midtjylland, Rasmus Nissen Kristensen, Denmark
 Bundesliga 2, Hannover 96, Noah Joel Sarenren Bazee, Germany
 Meiji Yasuda J1 League, Vissel Kobe, Asahi Masuyama, Japan
 Scottish Premiership, FC Krasnodar, Kouassi Eboue, Côte d'Ivoire
 Raiffeisen Super League, FC Lugano, Andrés Ponce, Venezuela
 Alka Superliga, Chicago Fire Soccer Club, Khaly Thiam, Senegal
 Alka Superliga, FC Nordsjælland, Indy Groothuizen, Holland
 Eredivisie, ADO Den Haag, Aschraf El Mahdioui, Holland
 Bundesliga 2, FC Erzgebirge Aue, Calogero Rizzuto, Germany
 Bundesliga 2, SG Dynamo Dresden, Hendrik Starostzik, Germany
 Bundesliga 2, FC Würzburger Kickers, Felix Müller, Germany
 Süper Lig, Alanyaspor, Haydar Yılmaz, Turkey
 Liga NOS, Chaves, Assis, Brazil
 Bundesliga 2, VfL Wolfsburg, Josip Brekalo, Croatia
 Süper Lig, Medipol Başakşehir FK, Joseph Larweh Attamah, Ghana
 Bundesliga, Borussia Mönchengladbach, László Bénes, Slovakia
 Eredivisie, Feyenoord, Mo El Hankouri, Morocco
 South African FL, Orlando Pirates, Abbubaker Mobara, South Africa
 Sogaz Russian Football Championship, FC Orenburg, Ivica Žunić, Croatia
 Liga NOS, SC Braga, Lazar Rosić, Serbia
 South African FL, Orlando Pirates, Riyaad Norodien, South Africa
 South African FL, Orlando Pirates, Thabiso Khutumela, South Africa
 Liga NOS, Boavista FC, Idé, Guinea-Bissau
 Liga NOS, Estoril Praia, Bruno Gomes, Brazil
 Süper Lig, Kayserispor, Kubilay Sönmez, Germany
 Belgium Pro League, KVC Westerlo, Silvère Ganvoula, Congo
 Eredivisie, Excelsior, Milan Massop, Holland
 Alka Superliga, Boavista FC, Erivelto, Brazil
 Sogaz Russian Football Championship, Amkar Perm, Sekou Konde, Guinea
 Süper Lig, Kayserispor, Miladin Stevanovic, Serbia
 Primera División, River Plate, Denis Rodríguez, Argentina
 LaLiga 1 I 2 I 3, R. Zaragoza, Sergio Buenacasa, Spain
 LaLiga 1 I 2 I 3, CD Tenerife, Cristo González, Spain
 EFL Championship, Barnsley, Sessi D'Almeida, Benin
 Ligue 1, AS Monaco Football Club SA, Abdou-Aziz Thiam, France
 Alka Superliga, R. Zaragoza, Carlos Nieto, Spain
 LaLiga Santander, Real Sociedad, Bardaji, Spain
 EFL League One, Coventry City, Rúben Lameiras, Portugal
 Belgium Pro League, Hannover 96, Babacar Guèye, Senegal
 Calcio B, Trapani, Nicola Citro, Italy
 Eredivisie, FC Utrecht, Gyrano Kerk, Suriname
 Primera División, Unión de Santa Fe, Federico Anselmo, Argentina
 Bundesliga 2, 1. FC Kaiserslautern, Maximilian Dittgen, Germany
 South African FL, Orlando Pirates, Siyabonga Mpontshane, South Africa
 Premier League, Peterborough United, Nathan Oduwa, England
 Allsvenskan, Djurgårdens IF, Elliot Käck, Sweden
 Alka Superliga, Albirex Niigata, Kalil, Brazil
 Major League Soccer, New York Red Bulls, Sean Davis, United States
 Primera División, Club Atlético Temperley, Gastón Bojanich, Argentina
 Tippeligaen, Aalesunds FK, Aron Elís Thrándarson, Iceland
 LIGA Bancomer MX, Tiburones Rojos de Veracruz, Francisco Rivera, Mexico
 Alka Superliga, Football Club de Metz, Janis Ikaunieks, Latvia
 Primera División, Club Atlético Aldosivi, Matías Vega, Argentina
 Allsvenskan, Helsingborgs IF, Matthew Pyzdrowski, United States
 Major League Soccer, Toronto FC, Alex Bono, United States
 Alka Superliga, D.C. United, Miguel Aguilar, Mexico
 Österreichische Fußball-Bundesliga, FK Austria Wien, Ronivaldo, Brazil
 Primera División, Defensa y Justicia, Agustín Rossi, Argentina
 Liga Dimayor, Alianza Petrolera, Harrison Canchimbo, Colombia
 Allsvenskan, IFK Göteborg, Elías Már Ómarsson, Iceland
 Liga Dimayor, Boyacá Chicó FC, Misael Riascos, Colombia
 Bundesliga, Hertha Berlin, Maximilian Mittelstädt, Germany
 Eredivisie, Heracles Almelo, Tarik Kada, Holland
 Primera División, Club Atlético Lanús, Sergio González, Argentina
 Liga Dimayor, Fortaleza CEIF, Luciano Ospina, Colombia
 Major League Soccer, Colorado Rapids, Dominique Badji, Senegal
 Primera División, Club Atlético Talleres, Guillermo Cotugno, Uruguay
 Eredivisie, PSV, Kenneth Paal, Holland
 Alka Superliga, Pohang Steelers, Lazar Veselinović, Serbia
 LaLiga Santander, Atlético Madrid, Bernabé, Spain
 Eredivisie, FC Twente, Jelle van der Heyden, Holland
 Premier League, Burton Albion, Hamza Choudhury, England
 Belgium Pro League, Sporting Charleroi, Gaëtan Hendrickx, Belgium
 Bundesliga 2, FC Erzgebirge Aue, Fabian Kalig, Germany
 Alka Superliga, Beşiktaş JK, Veysel Sapan, Turkey
 Dawry Jameel, Al Qadisiyah, Abdulrahman Al Obaid, Saudi Arabia
 Bundesliga 2, 1. FC Kaiserslautern, Lukas Görtler, Germany
 LaLiga Santander, CA Osasuna, Aitor Buñuel, Spain
 Raiffeisen Super League, Grasshopper Club Zürich, Alban Pnishi, Kosovo
 Süper Lig, Kardemir Karabükspor, Osman Çelik, Turkey
 Scottish Premiership, Ross County FC, Ian McShane, Scotland
 Süper Lig, Osmanlıspor, Muhammed Bayır, Turkey
 Eredivisie, Roda JC Kerkrade, Jens van Son, Holland
 Liga Dimayor, Atlético Bucaramanga, Jhon Pérez, Colombia
 Belgium Pro League, KV Oostende, Fabien Antunes, France
 Eredivisie, Vitesse, Mohammed Osman, Holland
 Raiffeisen Super League, FC Basel, Kevin Bua, Switzerland
 Bundesliga, Sport-Club Freiburg, Jonas Föhrenbach, Germany
 Liga NOS, CD Nacional, Jhonder Cádiz, Venezuela
 Alka Superliga, CA Osasuna, Arellano, Spain
 Campeonato Scotiabank, San Luis de Quillota, Gonzalo Rivas, Chile
 Domino’s Ligue 2, AJ Auxerre, Florian Ayé, France
 Bundesliga 2, Hannover 96, Waldemar Anton, Germany
 Alka Superliga, FC Lugano, Denis Markaj, Kosovo
 Liga NOS, FC Arouca, Karl Vedova, Brazil
 Österreichische Fußball-Bundesliga, SV Mattersburg, Thorsten Mahrer, Austria
 Domino’s Ligue 2, Chamois Niortais Football Club, David Kiki, Benin
 Raiffeisen Super League, Grasshopper Club Zürich, Nemanja Antonov, Serbia
 Calcio B, Brescia, Arturo Calabresi, Italy
 Meiji Yasuda J1 League, TSV 1860 München, Miloš Degenek, Australia
 Liga NOS, Moreirense FC, Frédéric Maciel, Portugal
 Allsvenskan, Falkenbergs FF, Felipe Carvalho, Uruguay
 Liga Dimayor, Atlético Nacional, Cristian Dajome, Colombia
 Liga Dimayor, Deportivo Cali, Nicolás Benedetti, Colombia
 Campeonato Scotiabank, CD Huachipato, José Bizama, Chile
 Tippeligaen, IK Start, Daniel Aase, Norway
 Bundesliga 2, 1. FC Heidenheim 1846, Martin Rasner, Austria
 Eredivisie, Excelsior, Danilo Pantić, Serbia
 Calcio B, Ascoli, Daniele Mignanelli, Italy
 EFL Championship, Ipswich Town, Joshua Emmanuel, England
 Liga NOS, SC Braga, Tiago Sá, Portugal
 Eredivisie, FC Twente, Jeroen van der Lely, Holland
 Ligue 1, FC Nantes, Enock Kwateng, France
 Liga Dimayor, Independiente Santa Fe, Leyvin Balanta, Colombia
 Dawry Jameel, Al Wehda, Jehad Al Baour, Syria
 Eredivisie, Feyenoord, Rashaan Fernandes, Holland
 LaLiga 1 I 2 I 3, Levante UD, Pepelu, Spain
 Domino’s Ligue 2, Stade de Reims, Aly Ndom, France
 Premier League, West Bromwich Albion, Jonathan Leko, England
 Premier League, Manchester City, Brahim Díaz, Spain
 Allsvenskan, Jönköpings Södra IF, Anton Cajtoft, Sweden
 Liga Dimayor, Corporación Club Deportivo Tuluá, Luis Caicedo, Colombia
 Calcio A, Bologna, Sadiq Umar, Nigeria
 Belgium Pro League, KV Oostende, Landry Dimata, Belgium
 Dawry Jameel, Al Ittihad, Ziad Al Sahfi, Saudi Arabia
 Eredivisie, Heracles Almelo, Justin Hoogma, Holland
 K LEAGUE Classic, Suwon Samsung Bluewings, Kim Gun Hee, Korea Republic
 Alka Superliga, New England Revolution, Jordan McCrary, United States
 Major League Soccer, Montreal Impact, Michael Salazar, Belize
 Allsvenskan, AIK, Daniel Sundgren, Sweden
 Major League Soccer, Philadelphia Union, Joshua Yaro, Ghana
 K LEAGUE Classic, Jeonnam Dragons, Ko Tae Won, Korea Republic
 Ekstraklasa, Wisła Płock, José Kanté, Spain
 Calcio A, GIF Sundsvall, Stefan Silva, Sweden
 Meiji Yasuda J1 League, Vegalta Sendai, Koji Hachisuka, Japan
 Meiji Yasuda J1 League, Vegalta Sendai, Naoki Ishikawa, Japan
 Meiji Yasuda J1 League, Vegalta Sendai, Kazuki Oiwa, Japan
 Meiji Yasuda J1 League, Omiya Ardija, Nobuhiro Kato, Japan
 Meiji Yasuda J1 League, Vegalta Sendai, Naoki Sugai, Japan
 Meiji Yasuda J1 League, Shonan Bellmare, Tomohiko Murayama, Japan
 Meiji Yasuda J1 League, Kashiwa Reysol, Ryosuke Yamanaka, Japan
 Meiji Yasuda J1 League, Albirex Niigata, Kei Koizumi, Japan
 Meiji Yasuda J1 League, Albirex Niigata, Ryohei Yamazaki, Japan
 Meiji Yasuda J1 League, Kashiwa Reysol, Yuta Nakayama, Japan
 Meiji Yasuda J1 League, Gamba Osaka, Hiroyuki Abe, Japan
 Meiji Yasuda J1 League, Gamba Osaka, Kotaro Omori, Japan
 Meiji Yasuda J1 League, Gamba Osaka, Oh Jae Suk, Korea Republic
 Meiji Yasuda J1 League, Sagan Tosu, Masato Fujita, Japan
 Sogaz Russian Football Championship, FC Ural, Dmitriy Korobov, Russia
 Meiji Yasuda J1 League, Júbilo Iwata, Shun Morishita, Japan
 Meiji Yasuda J1 League, Omiya Ardija, Jin Izumisawa, Japan
 Meiji Yasuda J1 League, F.C. Tokyo, Yuichi Maruyama, Japan
 Meiji Yasuda J1 League, Kashima Antlers, Shuto Yamamoto, Japan
 Meiji Yasuda J1 League, Vissel Kobe, Masatoshi Mihara, Japan
 Alka Superliga, Kashiwa Reysol, Hiroki Akino, Japan
 Meiji Yasuda J1 League, Ventforet Kofu, Ryohei Arai, Japan
 Meiji Yasuda J1 League, Ventforet Kofu, Yusuke Tanaka, Japan
 Alka Superliga, Jaguares Fútbol Club, Héctor Arrigo, Argentina
 Eredivisie, Sparta Rotterdam, Daniël Breedijk, Holland
 Eredivisie, Sparta Rotterdam, Kenneth Dougall, Australia
 LaLiga Santander, FC Barcelona, Aleñà, Spain
 EFL League One, Manchester United, Joe Riley, England
 Meiji Yasuda J1 League, Kawasaki Frontale, Riki Harakawa, Japan
 Meiji Yasuda J1 League, Kawasaki Frontale, Yuto Takeoka, Japan
 Alka Superliga, Kawasaki Frontale, Takanobu Komiyama, Japan
 Meiji Yasuda J1 League, Kawasaki Frontale, Yoshihiro Nakano, Japan
 Meiji Yasuda J1 League, Kawasaki Frontale, Kenta Kano, Japan
 Meiji Yasuda J1 League, Kawasaki Frontale, Koji Miyoshi, Japan
 Alka Superliga, Pohang Steelers, Kim Dong Hyeon, Korea Republic
 Alka Superliga, Seattle Sounders FC, Oalex Anderson, St. Vincent and the Grenadines
 K LEAGUE Classic, GwangJu FC, Yoon Bo Sang, Korea Republic
 Sogaz Russian Football Championship, Rubin Kazan, Rifat Zhemaletdinov, Russia
 Tippeligaen, Strømsgodset IF, Jakob Glesnes, Norway
 Tippeligaen, Tromsø IL, Aron Sigurdarson, Iceland
 EFL Championship, Reading, Yakou Meité, Côte d'Ivoire
 Eredivisie, Feyenoord, Nigel Robertha, Holland
 Belgium Pro League, KAS Eupen, Henry Onyekuru, Nigeria
 Calcio A, Palermo, Roland Sallai, Hungary
 Bundesliga 2, FC Erzgebirge Aue, Louis Samson, Germany
 Alka Superliga, HJK Helsinki, Ivan Tatomirović, Serbia
 Finnliiga, HJK Helsinki, Atomu Tanaka, Japan
 Bundesliga, SV Werder Bremen, Johannes Eggestein, Germany
 Bundesliga 2, FC Würzburger Kickers, Ioannis Karsanidis, Greece
 Bundesliga 2, FC Würzburger Kickers, Peter Kurzweg, Germany
 Süper Lig, Adanaspor, Ahmet Dereli, Turkey
 Sogaz Russian Football Championship, FC Orenburg, Andrey Malykh, Russia
 Alka Superliga, Ettifaq FC, Léo, Brazil
 Belgium Pro League, Sporting Lokeren, Nikola Jambor, Croatia
 Sogaz Russian Football Championship, FC Orenburg, Anzor Sanaia, Russia
 South African FL, Kaizer Chiefs, Edmore Chirambadare, Zimbabwe
 South African FL, Kaizer Chiefs, Lewis Macha, Zambia
 Sogaz Russian Football Championship, FC Ural, Jean-Jacques Bougouhi, Côte d'Ivoire
 Major League Soccer, Columbus Crew SC, Zack Steffen, United States
 Sogaz Russian Football Championship, FC Ural, Dominik Dinga, Serbia
 Sogaz Russian Football Championship, FC Ural, Radovan Pankov, Serbia
 Süper Lig, Adanaspor, Renan Diniz, Brazil
 Ekstraklasa, Piast Gliwice, Edvinas Girdvainis, Lithuania
 Sogaz Russian Football Championship, FC Orenburg, Yacouba Bamba, Côte d'Ivoire
 Eredivisie, RSC Anderlecht, Wout Faes, Belgium
 Alka Superliga, FC Dallas, Getterson, Brazil
 Alka Superliga, Orlando Pirates, Nkosinathi Mthiyane, South Africa
 Major League Soccer, Orlando City Soccer Club, José Aja, Uruguay
 Alka Superliga, Alanyaspor, Sajjad Shahbazzadeh, Iran
 Alka Superliga, Houston Dynamo, Keyner Brown, Costa Rica
 Eredivisie, Ajax, Pelle Clement, Holland
 EFL League One, Bury, Joe Murphy, Republic of Ireland
 EFL League One, Peterborough United, Craig Mackail-Smith, Scotland
 EFL League One, Blackpool, Ian Black, Scotland
 Primera División, Club Atlético Talleres, Pablo Guiñazú, Argentina
 Hyundai A-League, Western Sydney Wanderers, Brendon Santalab, Australia
 SSE Airtricity League, Bray Wanderers, Tim Clancy, Republic of Ireland
 SSE Airtricity League, St. Patrick's Athletic, Patrick Cregg, Republic of Ireland
 EFL League Two, Yeovil Town, Jean-Louis Akpa Akpro, France
 EFL League One, Scunthorpe United, Scott Laird, Scotland
 EFL League Two, Hartlepool United, Lewis Alessandra, England
 EFL League One, Oxford United, Simon Eastwood, England
 EFL League Two, Plymouth Argyle, Ryan Taylor, England
 K LEAGUE Classic, Jeju United FC, Seo Dong Hyeon, Korea Republic
 Hyundai A-League, Perth Glory, Liam Reddy, Australia
 SSE Airtricity League, Cork City, Karl Sheppard, Republic of Ireland
 Alka Superliga, Querétaro, Liborio Sánchez, Mexico
 EFL League Two, Barnet, John Akinde, England
 Bundesliga 2, FC Würzburger Kickers, David Pisot, Germany
 Allsvenskan, GIF Sundsvall, Linus Hallenius, Sweden
 Calcio B, Chiavari, Gaetano Masucci, Italy
 EFL Championship, Blackburn Rovers, Jason Steele, England
 EFL League Two, Grimsby Town, Chris Clements, England
 Raiffeisen Super League, FC Vaduz, Marco Mathys, Switzerland
 Allsvenskan, GIF Sundsvall, David Myrestam, Sweden
 Alka Superliga, Jeonnam Dragons, Park Jun Tae, Korea Republic
 Allsvenskan, Östersunds FK, Tim Björkström, Sweden
 EFL League One, Walsall, Joe Edwards, England
